LATITUDE,LONGITUDE
40.6087709,-73.7578008
40.6448799,-74.0174913
40.6697253,-73.8609622
40.8094906,-73.9516627
40.7043917,-73.8752554
40.7190477,-73.9964791
40.7333726,-74.0025727
40.7136919,-74.0137542
40.6796802,-73.9782489
40.6314641,-74.0277916
40.680015,-73.8774282
40.712343,-73.7885973
40.6911649,-73.8459671
40.6450318,-73.9199775
40.6722782,-73.8044924
40.7155532,-73.9897553
40.6343947,-73.9820143
40.6055989,-73.9595748
40.6788433,-73.754179
40.7557465,-73.7661494
40.7774218,-73.9226491
40.5832701,-73.9600492
40.8143702,-73.8966999
40.6058107,-74.1291089
40.6971174,-73.9340084
40.6047685,-73.9908743
40.6416037,-73.9380125
40.5938073,-73.9406098
40.7440288,-73.9261524
40.8240775,-73.9488844
40.5766318,-74.0055581
40.7488912,-74.0070233
40.6189381,-74.0220051
40.8496872,-73.8586161
40.6757357,-73.8968533
40.6887712,-73.8301646
40.6596509,-73.7738282
40.5793999,-74.1694817
40.7631147,-73.9996498
40.7348636,-73.906609
40.6228433,-74.0012032
40.7252866,-73.8135585
40.8112661,-73.9578098
40.6942307,-73.9460774
40.8695146,-73.8261813
40.6942307,-73.9460774
40.7377967,-73.9901235
40.7420052,-73.8278745
40.719058,-74.0124422
40.6469275,-73.98231
40.8160806,-73.9176873
40.7463477,-73.8723835
40.6830392,-73.9647775
40.7325126,-73.8570498
40.7588947,-73.8060719
40.7329142,-74.0039763
40.7536062,-73.9870893
40.6396243,-73.9547692
40.7677355,-73.9184943
40.8952213,-73.8800407
40.6771662,-73.8777398
40.6949882,-73.9072959
40.6778446,-73.9528108
40.5763037,-73.9685308
40.6105113,-74.0957491
40.7017418,-73.7654408
40.7598989,-73.9804246
40.6704474,-73.9819253
40.7576691,-73.9591454
40.5758082,-73.9921958
40.8806238,-73.8404618
40.7678891,-73.9815125
40.7621739,-73.7567868
40.7242849,-73.9755935
40.7257971,-73.9976116
40.8483156,-73.9420524
40.8300576,-73.8864096
40.6322943,-73.966775
40.7677542,-73.8319235
40.7401843,-73.986363
40.6088143,-73.9729958
40.6438957,-73.9382554
40.8565513,-73.7913635
40.8278679,-73.8235801
40.7109568,-73.9511173
40.6384481,-73.9511632
40.5838992,-73.9614312
40.6144102,-73.9414991
40.6959999,-73.9982402
40.6538626,-73.9295931
40.7543893,-73.8965222
40.5331593,-74.1550286
40.7416432,-73.9781673
40.7217311,-73.9846784
40.747925,-73.973607
40.7641617,-73.9688897
40.7235061,-73.9792808
40.8255779,-73.9184596
40.6431849,-73.9497292
40.6172954,-74.0804791
40.6759124,-73.8949099
40.6093856,-74.0000216
40.5384212,-74.1569907
40.598935,-74.0637592
40.7276608,-74.0013891
40.7543484,-73.9769721
40.7536108,-73.9039226
40.6489841,-73.9484023
40.6597021,-73.8785936
40.6957047,-73.9463647
40.7212926,-73.948873
40.7593484,-73.9198004
40.8885878,-73.8498787
40.7537502,-73.869803
40.6980995,-73.992708
40.7050016,-73.9113972
40.7534092,-73.8523438
40.8654303,-73.8673609
40.6425396,-73.8765111
40.8241884,-73.91384
40.6938846,-73.7296523
40.73361,-73.9238405
40.7674704,-73.8818593
40.7558074,-73.9864031
40.7323478,-73.9849394
40.7644548,-73.831773
40.7663065,-73.8928491
40.7553365,-73.8432452
40.626826,-73.9967902
40.8398819,-73.8576576
40.7140687,-73.9975038
40.6465177,-73.958105
40.6781627,-73.8974769
40.6332894,-73.9121338
40.7507257,-73.8750134
40.7561391,-73.9831689
40.7496137,-73.8696848
40.6564847,-73.9600738
40.7579074,-73.9892976
40.8386358,-73.9334722
40.6473362,-73.9684288
40.6345627,-74.014109
40.7889072,-73.9376437
40.6446136,-73.9266876
40.7564807,-73.8313492
40.7476292,-73.9767362
40.6409147,-73.9736422
40.7584871,-73.9751333
40.7688772,-73.9489716
40.8807823,-73.8834624
40.7023451,-73.9423813
40.685846,-73.9473101
40.6810813,-73.8404669
40.7241585,-73.7549679
40.8434353,-73.9416338
40.5866702,-73.9661497
40.6659178,-73.9254639
40.8153263,-73.9357553
40.7666318,-73.8890253
40.5811842,-73.8250885
40.8259662,-73.8621678
40.8883151,-73.9131059
40.759626,-73.9954735
40.676121,-73.9359976
40.5958186,-74.1089142
40.7251432,-73.7533552
40.6847335,-74.0010155
40.7140895,-73.7531219
40.778794,-73.9820547
40.6501081,-73.9302061
40.7460038,-73.9942618
40.7112296,-73.9847854
40.6323333,-74.0185292
40.8069716,-73.8835591
40.630618,-74.0396117
40.7422957,-73.8101331
40.7203761,-74.0032612
40.9010398,-73.8968799
40.6659076,-73.9185358
40.6817395,-73.8050906
40.7428639,-74.0039696
40.5239568,-74.2156736
40.7290066,-73.7978027
40.7847247,-73.8394241
40.6453579,-74.0807292
40.7074505,-74.0119459
40.6487213,-73.9649038
40.8479015,-73.9196792
40.7193963,-74.0018831
40.7559505,-73.9907272
40.6673148,-73.7392454
40.6761899,-73.9080899
40.8622592,-73.8958844
40.6067586,-73.9637229
40.7463333,-73.8963254
40.6124385,-74.1323057
40.8859908,-73.827914
40.6762456,-73.9090957
40.6715017,-73.9150358
40.6783944,-74.0116811
40.8230413,-73.881916
40.6669624,-73.7707754
40.8523395,-73.8639241
40.6801321,-73.8468687
40.7691017,-73.8173385
40.7417335,-73.8581018
40.8730664,-73.8584326
40.7523184,-73.8323919
40.8266254,-73.9391482
40.7419329,-73.7969515
40.74709,-73.711846
40.546255,-74.1588658
40.7350192,-73.8960291
40.7649898,-73.8206673
40.7671845,-73.9624695
40.6758423,-73.9990374
40.7423301,-73.837628
40.7041498,-73.8337141
40.6664524,-73.757631
40.6981167,-73.9775324
40.6071523,-73.898359
40.8152671,-73.8597189
40.6819344,-73.9225436
40.6613872,-73.9536154
40.7212346,-73.9877702
40.7063611,-73.7925261
40.6376149,-73.9858363
40.6697873,-73.9165845
40.8436429,-73.9067562
40.8080019,-73.9638986
40.6808507,-73.971117
40.6057925,-73.9244398
40.6511499,-73.8900044
40.6481811,-73.9299991
40.8942077,-73.8489364
40.6153165,-74.0878354
40.6926172,-73.8215219
40.6875062,-73.9146441
40.7149321,-73.9833381
40.7832272,-73.8422226
40.8638042,-73.933434
40.6864965,-73.9416378
40.8960825,-73.8669163
40.7687296,-73.7604047
40.6896177,-73.727845
40.8767247,-73.9066592
40.6321581,-73.9843459
40.6682244,-73.9534376
40.7954563,-73.9656282
40.7344729,-73.8631542
40.773642,-73.9598555
40.6219951,-73.9949208
40.6754912,-73.9388426
40.7697419,-73.9821185
40.6891029,-73.9450575
40.6697124,-73.9477302
40.8847353,-73.8404411
40.6945695,-73.9906673
40.7560353,-73.9869481
40.6608608,-73.8988191
40.7621793,-73.9661291
40.6264564,-73.9179932
40.6254661,-74.1517054
40.6784553,-73.9496774
40.7635447,-73.9851922
40.6996936,-73.9155661
40.6714058,-73.9613194
40.610261,-74.0974882
40.6140352,-74.0031948
40.6295078,-73.9441554
40.7743233,-73.9614762
40.608545,-74.0888518
40.882769,-73.8885978
40.7795404,-73.9597725
40.7629663,-73.9739693
40.8767247,-73.9066592
40.8195078,-73.9056664
40.7765625,-73.9527048
40.6826706,-73.9718626
40.6585778,-73.8906229
40.7136919,-74.0137542
40.6361331,-73.9727361
40.823239,-73.8885493
40.8303834,-73.940171
40.6879623,-73.9419322
40.8195039,-73.8978878
40.8650949,-73.8369885
40.8767328,-73.8472983
40.839769,-73.9053847
40.6584965,-73.9039911
40.7453263,-73.8334273
40.7256734,-74.0057798
40.7418634,-73.9075049
40.7815251,-73.9604141
40.7230811,-73.8267256
40.7785654,-73.7681944
40.7042012,-73.8152441
40.742378,-73.8818785
40.8954288,-73.8446221
40.7601531,-73.9987944
40.6527885,-73.919961
40.8094965,-73.9358079
40.7047985,-74.0166846
40.6372163,-74.0185197
40.8278084,-73.9172211
40.7986151,-73.9437427
40.6241739,-73.9483458
40.7320184,-73.9190359
40.5794435,-73.9796099
40.5862873,-73.9321089
40.5908625,-73.9606243
40.7244289,-73.914871
40.8132333,-73.9090748
40.6089813,-74.088126
40.8892232,-73.8596822
40.6140876,-74.0661328
40.7697955,-73.9647822
40.8891934,-73.8312982
40.7992404,-73.9628704
40.5925792,-73.800657
40.7533378,-73.9202769
40.754584,-73.9991446
40.6997037,-73.9804639
40.6895074,-73.9701325
40.7870466,-73.9775855
40.6633603,-73.9597381
40.635938,-73.9875841
40.6759273,-73.9560676
40.7611802,-73.9579029
40.6378997,-73.9008392
40.805838,-73.9469009
40.606898,-74.0854047
40.5450521,-74.2192966
40.6226762,-74.0829208
40.6093415,-74.0061082
40.6156292,-74.0286999
40.7404431,-74.0020208
40.7305643,-73.9905071
40.8268488,-73.9226784
40.7045258,-73.7488978
40.7309325,-73.8645761
40.645129,-74.1087172
40.7026895,-73.8394775
40.7400002,-73.9475993
40.751081,-73.9868516
40.5927523,-73.9501525
40.8343132,-73.857908
40.7463915,-73.9776353
40.6445622,-73.98835
40.7269334,-73.999917
40.74106,-73.9460988
40.6698646,-73.9505022
40.7404589,-73.9372674
40.8343132,-73.857908
40.6525646,-73.746549
40.7134676,-73.9973018
40.8273392,-73.8938541
40.6028498,-73.9629832
40.7625822,-74.0003863
40.759819,-73.913898
40.7684303,-73.9615482
40.6694768,-73.9199662
40.7194601,-73.8911615
40.7457274,-73.9781227
40.8816867,-73.9028226
40.5444315,-74.1653991
40.6128336,-74.0336475
40.6311489,-74.1422251
40.5569211,-74.2059451
40.7203761,-74.0032612
40.8296875,-73.8252953
40.8783751,-73.868127
40.8052248,-73.9321277
40.8216382,-73.9390768
40.7203761,-74.0032612
40.7642891,-73.9556159
40.7454414,-73.9753944
40.8454263,-73.8449087
40.816554,-73.9195436
40.7203761,-74.0032612
40.8522628,-73.8528958
40.6341058,-73.9067067
40.8687708,-73.8317333
40.7262605,-73.9552191
40.6677381,-73.8266062
40.7210624,-73.9981962
40.7808583,-73.9609091
40.5958903,-74.0858762
40.776017,-73.9872402
40.7177239,-73.9857652
40.6856647,-73.8525314
40.8581915,-73.8843443
40.7545528,-73.9625072
40.7675006,-73.8330144
40.766359,-73.8875543
40.5919895,-73.9766356
40.7131888,-73.9107767
40.7950523,-73.9331565
40.8357786,-73.9164739
40.5584106,-74.1693169
40.8828769,-73.9049545
40.6267565,-73.9859683
40.738325,-73.8855916
40.8292426,-73.9348259
40.8333517,-73.935235
40.7507645,-73.9684267
40.8308918,-73.9413666
40.7552424,-73.9732757
40.7177239,-73.9857652
40.6248771,-73.9641742
40.7577726,-73.8541542
40.6807909,-73.9917292
40.6286226,-74.1455081
40.6355523,-73.9780219
40.5571819,-74.1994677
40.7515018,-73.9027562
40.842312,-73.9351402
40.5950222,-73.768509
40.6640557,-73.9426955
40.7647874,-73.9684309
40.755207,-73.996654
40.6117684,-73.9763729
40.843517,-73.8338319
40.7453197,-73.7151883
40.6756249,-73.8987786
40.7395747,-73.8922257
40.7770563,-73.9353987
40.7985932,-73.9335177
40.6411858,-74.0143951
40.6287307,-73.9433311
40.8107645,-73.9525902
40.7226015,-73.9371074
40.8120522,-73.9535429
40.823647,-73.9438444
40.8789517,-73.8267678
40.8854806,-73.8583736
40.8627206,-73.8408229
40.6756639,-73.752471
40.5798042,-73.9718339
40.6920516,-73.9825396
40.6265698,-73.9709207
40.7217925,-73.9998521
40.748302,-73.9783384
40.7492864,-73.7566341
40.5664967,-74.1137614
40.6358082,-74.0176144
40.7332119,-73.9810567
40.7518951,-73.7798059
40.6214741,-73.950711
40.8476821,-73.9123638
40.815755,-73.8952779
40.8096398,-73.9478407
40.7207095,-73.9813092
40.7557807,-74.0019852
40.804696,-73.9223863
40.6828346,-73.9409127
40.7133478,-73.9038003
40.8322821,-73.9096197
40.7356334,-73.876016
40.7418578,-73.9073967
40.8409687,-73.899174
40.7560314,-73.9790253
40.6055293,-73.9291579
40.7261864,-73.9894289
40.6328477,-73.9283651
40.8319794,-73.9351455
40.7250257,-74.0058952
40.7621717,-73.8704003
40.7182736,-74.0053246
40.6805684,-73.8509923
40.7538318,-74.0071393
40.6757357,-73.8968533
40.6711254,-73.9409303
40.8272515,-73.9175325
40.7609926,-73.990759
40.6251782,-73.961393
40.6392949,-74.0127768
40.600697,-73.9603628
40.8744743,-73.900302
40.705987,-73.7299422
40.7141646,-74.006309
40.8246558,-73.8919289
40.7847892,-73.8485816
40.6772884,-73.9282272
40.7140895,-73.7531219
40.8596195,-73.9132844
40.8168634,-73.8160043
40.9046015,-73.8529246
40.6962014,-73.8458581
40.7514416,-73.9760491
40.6834193,-73.9819939
40.7616096,-73.9707499
40.6739169,-73.8731133
40.633209,-73.9225857
40.6580026,-73.935896
40.7773037,-73.9825823
40.8443435,-73.9147428
40.8821909,-73.8506525
40.8012354,-73.9418153
40.7524237,-74.0076661
40.7767731,-73.9345252
40.8949212,-73.8531341
40.7084958,-74.0153438
40.8012313,-73.957697
40.7190037,-74.0051731
40.71728,-73.9954294
40.8613524,-73.8977368
40.640835,-73.9896623
40.6823781,-73.7671566
40.6733017,-73.9039121
40.7503184,-73.9911106
40.7591997,-73.9846193
40.5972302,-74.0689249
40.7343762,-73.8734167
40.7119992,-73.8228497
40.6981895,-73.9618989
40.6418376,-73.9341712
40.8156984,-73.9167701
40.75658,-73.9297516
40.5545687,-74.1706242
40.6659178,-73.9254639
40.7343762,-73.8734167
40.8435685,-73.9342137
40.676056,-73.8765089
40.5526063,-74.1509138
40.6316924,-74.0063373
40.6955195,-73.8645579
40.7688406,-73.8696616
40.6480223,-73.9521905
40.7396305,-74.0063331
40.7287686,-73.9844314
40.6239797,-73.9206259
40.8685644,-73.8965615
40.6480223,-73.9521905
40.5901115,-73.9742167
40.6585778,-73.8906229
40.8786453,-73.871598
40.743762,-73.9000284
40.7476924,-73.8937969
40.6261493,-73.9525808
40.712796,-73.9586657
40.8433759,-73.8368899
40.6505297,-73.9558249
40.6802965,-73.8446402
40.7518401,-73.9035714
40.733213,-73.7176035
40.8870975,-73.860862
40.6703275,-73.7924363
40.6850764,-73.9778938
40.7059845,-73.7395579
40.7343762,-73.8734167
40.635508,-73.9132766
40.8363929,-73.9158697
40.7005934,-73.8545649
40.6708023,-73.7626152
40.7387967,-73.977147
40.6543162,-73.9221576
40.666297,-73.8944384
40.7309581,-73.8562557
40.8209858,-73.8916133
40.7560581,-73.8102275
40.6336364,-73.9510587
40.6560853,-74.0058422
40.6960033,-73.9298948
40.597551,-74.1113224
40.8302224,-73.9476836
40.7355527,-73.9347786
40.6869776,-73.9635098
40.6195715,-73.9335375
40.6931719,-73.9708592
40.6251048,-74.1487686
40.7316129,-73.8489189
40.7178944,-73.9894735
40.6651769,-73.8912141
40.6441204,-73.98906
40.6784553,-73.9496774
40.6696554,-73.9925272
40.8163681,-73.8821121
40.6433316,-73.9597285
40.65309,-73.9420995
40.6585778,-73.8906229
40.6385119,-74.0212135
40.7584837,-73.820046
40.6684158,-73.9104149
40.7684674,-73.9060558
40.7697502,-73.9606016
40.5839412,-73.9178304
40.680015,-73.8774282
40.6106525,-73.9535426
40.679313,-73.9817534
40.8032165,-73.9525305
40.7893858,-73.7823167
40.7576718,-73.9948239
40.645173,-74.0210011
40.7521904,-73.9934636
40.6007117,-73.7537536
40.7339603,-73.9217149
40.6128076,-74.1262915
40.7159981,-74.0070956
40.7416432,-73.9781673
40.7132821,-73.7660495
40.7190477,-73.9964791
40.6847335,-74.0010155
40.7642891,-73.9556159
40.6558844,-73.9423998
40.6823425,-73.8008286
40.6919944,-73.7611009
40.7627702,-73.7979962
40.6875317,-73.7849404
40.8084204,-73.9307481
40.8029708,-73.9638616
40.630592,-73.9755052
40.6371956,-74.0077862
40.6511499,-73.8900044
40.7263924,-73.9917957
40.654696,-74.0111039
40.7014547,-73.9896203
40.7915585,-73.9386493
40.6441978,-73.912941
40.64882,-74.0028685
40.7287307,-73.8508774
40.694578,-73.9561419
40.7233076,-74.00298
40.6256912,-74.0301488
40.7451683,-73.8213811
40.7311806,-73.8830674
40.7387605,-74.0024069
40.6315098,-73.9684111
40.7397825,-73.9795031
40.7915585,-73.9386493
40.6675071,-73.8800645
40.8185945,-73.9000244
40.7101767,-74.0011362
40.8687496,-73.8949631
40.8984496,-73.8542983
40.7337618,-73.9374216
40.6850282,-73.9712378
40.7711045,-73.9638248
40.6930216,-73.9162561
40.7404542,-73.8443632
40.5846287,-73.9471168
40.7198321,-73.9875432
40.6291662,-73.947326
40.7553365,-73.8432452
40.6183407,-74.0301743
40.5016305,-74.2443461
40.5832013,-73.9730271
40.76235,-73.9261862
40.6960346,-73.9845292
40.6481812,-74.0214597
40.7369178,-73.8542786
40.6140352,-74.0031948
40.7521904,-73.9934636
40.7483286,-73.8960871
40.6516055,-74.0105088
40.8807823,-73.8834624
40.6141529,-73.9729036
40.7642393,-73.9370031
40.7304453,-73.9136638
40.6623951,-73.9373408
40.7323735,-74.0034711
40.8194253,-73.9555646
40.7289951,-73.9506603
40.8612584,-73.8627128
40.7248737,-73.9534414
40.7714641,-73.9943462
40.6755098,-74.0007414
40.7171939,-73.9841023
40.596127,-74.1107871
40.8000308,-73.9548552
40.6931332,-73.9698315
40.8986561,-73.8637678
40.7301988,-73.9542459
40.7948085,-73.9444068
40.7558074,-73.9864031
40.7960032,-73.9354092
40.6913744,-73.8098815
40.6925749,-73.858174
40.6199832,-73.9642669
40.5473723,-74.1607719
40.5835378,-73.9496085
40.6666971,-73.7671284
40.6268874,-73.945876
40.7560484,-73.8807209
40.7629663,-73.9739693
40.7692957,-73.9949385
40.6918189,-73.7877825
40.8816713,-73.8753386
40.7105511,-73.7594437
40.6977476,-73.7546683
40.7271556,-74.0055454
40.8684732,-73.9240365
40.8125986,-73.923273
40.815206,-73.9474895
40.6556846,-73.8994072
40.6059354,-74.0004574
40.7713942,-73.9821578
40.752013,-73.9301534
40.7320364,-73.9189192
40.7642328,-73.9037304
40.6753803,-73.9081956
40.7575642,-73.9018991
40.6844549,-73.8596479
40.8113066,-73.8050847
40.6014422,-74.0015449
40.8652818,-73.8471872
40.7339649,-73.9887782
40.6401355,-73.997557
40.6702996,-73.9975948
40.6365613,-74.0761787
40.7152351,-74.0054181
40.7259889,-74.0090954
40.6890205,-73.921212
40.7169595,-73.8265455
40.8794247,-73.8427393
40.6569792,-73.8894182
40.6631828,-73.9624487
40.7518951,-73.9675888
40.786255,-73.9393403
40.7682533,-73.8297525
40.6286468,-73.9520675
40.7413982,-73.7177312
40.8137314,-73.9220867
40.7077851,-73.9320718
40.7102178,-73.9963281
40.6098096,-73.9224976
40.8228206,-73.8690934
40.7688025,-73.9583602
40.7513655,-73.9679753
40.7031302,-73.9875896
40.768043,-73.7716153
40.6459972,-74.0163384
40.6444685,-74.0768544
40.7178023,-73.8395565
40.7602845,-73.7693497
40.6941097,-73.8973622
40.7104513,-73.9568565
40.6705908,-73.8761081
40.8534317,-73.7890092
40.7850271,-73.9806664
40.6808708,-73.9751443
40.7423751,-74.0087909
40.5866702,-73.9661497
40.8382406,-73.8766813
40.7019114,-73.936979
40.8928522,-73.8556633
40.6850398,-73.7667903
40.6286803,-74.0166404
40.7373303,-73.9926531
40.7667796,-73.8940373
40.7768682,-73.9554089
40.8306443,-73.8319092
40.7489156,-73.9373965
40.576827,-73.9650963
40.8540602,-73.8983119
40.6005674,-73.7620943
40.7752584,-73.8245499
40.6295078,-73.9441554
40.6235929,-73.9757996
40.7110065,-73.7296658
40.695461,-73.8527008
40.7564966,-73.972362
40.6383429,-74.1355422
40.7397921,-73.8453684
40.8482215,-73.8831183
40.6132456,-74.1552911
